"","Address","Info","Area","Price"
"1480","  Blk 649 Hougang Avenue 8","5 Room •Improved • Built-1987","120 sqm / $425 psf(Built)","$550,000"
"1481","  Blk 126 Geylang East Avenue 1","4 Room •Model A • Built-1983","108 sqm / $490 psf(Built)","$570,000"
"1482","  Blk 407 Hougang Avenue 10","HDB Executive •Maisonette • Built-1986","153 sqm / $484 psf(Built)","$798,000"
"1483","  Blk 259C Punggol Field","5 Room •Model A • Built-2014","113 sqm / $472 psf(Built)","$575,000"
"1484","  Blk 664 Buffalo Road","3 Room •Improved • Built-1982","60 sqm / $586 psf(Built)","$379,000"
"1485","  Blk 665 Jalan Damai","HDB Executive •Maisonette • Built-2020","146 sqm / $515 psf(Built)","$810,000"
"1486","  Blk 667B Punggol Drive","4 Room •Built-2016","93 sqm / $482 psf(Built)","$483,000"
"1487","  Blk 170A Punggol Field","4 Room •Model A • Built-2014","94 sqm / $462 psf(Built)","$467,888"
"1488","  Blk 332C Anchorvale Link","5 Room •Improved • Built-2015","112 sqm / $480 psf(Built)","$580,000"
"1489","  Blk 127D Kim Tian Road","5 Room •Improved • Built-2013","113 sqm / $977 psf(Built)","$1,188,888"
"1490","  Blk 747C Belvia","4 Room •Model A • Built-2014","87 sqm / $705 psf(Built)","$660,000"
"1491","  Blk 311B Trivelis","4 Room •Dbss • Built-2014","82 sqm / $860 psf(Built)","$760,000"
"1492","  Blk 346 Tampines Street 33","4 Room •Model A • Built-1996","107 sqm / $373 psf(Built)","$430,000"
"1493","  Blk 57 Teban Gardens Road","3 Room •Model A • Built-2016","67 sqm / $540 psf(Built)","$390,000"
"1494","  Blk 70 Bedok South Road","3 Room •New Generation • Built-1978","67 sqm / $485 psf(Built)","$350,000"
"1495","  Blk 664A Punggol Drive","4 Room •Model A • Built-2016","90 sqm / $490 psf(Built)","$475,000"
"1496","  Blk 143 Tampines Street 12","5 Room •Model A • Built-1984","133 sqm / $480 psf(Built)","$688,000"
"1497","  Blk 877 Woodlands Avenue 9","4 Room •Model A • Built-1996","105 sqm / $336 psf(Built)","$380,000"
"1498","  Blk 91 Tanglin Halt Road","4 Room •Model A • Built-2008","90 sqm / $722 psf(Built)","$700,000"
"1499","  Blk 308A Punggol Walk","4 Room •Model A • Built-2015","92 sqm / $543 psf(Built)","$538,000"
"1500","  Blk 221 Bukit Batok East Avenue 3","HDB Executive •Maisonette • Built-1985","149 sqm / $373 psf(Built)","$599,000"
"1501","  Blk 21 Chai Chee Road","3 Room •Improved • Built-1972","65 sqm / $385 psf(Built)","$270,000"
"1502","  Blk 112 Whampoa Road","5 Room •Improved • Built-1994","124 sqm / $576 psf(Built)","$770,000"
"1503","  Blk 91 Dawson Road","4 Room •Model A • Built-2016","83 sqm / $923 psf(Built)","$825,000"
"1504","  Blk 447 Choa Chu Kang Avenue 4","5 Room •Improved • Built-1997","120 sqm / $348 psf(Built)","$450,000"
"1505","  Blk 251 Tampines Street 21","4 Room •Model A • Built-1985","103 sqm / $476 psf(Built)","$528,000"
"1506","  Blk 486 Admiralty Link","4 Room •Model A • Built-2004","90 sqm / $343 psf(Built)","$333,000"
"1507","  Blk 219 Ang Mo Kio Avenue 1","3 Room •New Generation • Built-1977","57 sqm / $452 psf(Built)","$278,000"
"1508","  Blk 670B Edgefield Plains","4 Room •Built-2016","93 sqm / $509 psf(Built)","$510,000"
"1509","  Blk 674B Jurong West Street 65","5 Room •Model A • Built-2002","110 sqm / $363 psf(Built)","$430,000"
"1510","  Blk 161 Mei Ling Street","Multi-Gen/Jumbo •Built-1970","144 sqm / $508 psf(Built)","$788,000"
"1511","  Blk 475C Parkland Residences","5 Room •Built-2014","109 sqm / $724 psf(Built)","$850,000"
"1512","  Blk 310A Punggol Walk","4 Room •Model A • Built-2016","92 sqm / $530 psf(Built)","$525,000"
"1513","  Blk 6B Boon Tiong Road","4 Room •Model A • Built-2005","100 sqm / $789 psf(Built)","$849,000"
"1514","  Blk 556 Ang Mo Kio Avenue 10","4 Room •New Generation • Built-1980","92 sqm / $442 psf(Built)","$438,000"
"1515","  Blk 6B Boon Tiong Road","4 Room •Model A • Built-2005","100 sqm / $789 psf(Built)","$849,000"
"1516","  Blk 311A Trivelis","4 Room •New Generation • Built-2014","80 sqm / $998 psf(Built)","$860,000"
"1517","  Blk 91 Tanglin Halt Road","4 Room •Model A • Built-2008","90 sqm / $864 psf(Built)","$838,000"
"1518","  Blk 679A Punggol Drive","5 Room •Improved • Built-2016","113 sqm / $534 psf(Built)","$650,000"
"1519","  Blk 38B Bendemeer Road","3 Room •Model A • Built-2012","89 sqm / $767 psf(Built)","$735,000"
"1520","  Blk 217B Sumang Walk","4 Room •Model A • Built-2016","92 sqm / $515 psf(Built)","$510,000"
"1521","  Blk 987B Buangkok Green","2 Room •Model A • Built-2015","47 sqm / $474 psf(Built)","$240,000"
"1522","  Blk 494D Tampines Street 43","3 Room •Model A • Built-2015","68 sqm / $543 psf(Built)","$398,000"
"1523","  Blk 230 Compassvale Walk","4 Room •Model A • Built-1999","101 sqm / $381 psf(Built)","$415,000"
"1524","  Blk 367A Tampines Street 34","4 Room •Model A • Built-1997","100 sqm / $418 psf(Built)","$450,000"
"1525","  Blk 114 Bishan Street 12","4 Room •Simplified • Built-1986","84 sqm / $639 psf(Built)","$578,000"
"1526","  Blk 308C Punggol Walk","4 Room •Model A • Built-2016","94 sqm / $563 psf(Built)","$570,000"
"1527","  Blk 124 Bishan Street 12","4 Room •Simplified • Built-1986","84 sqm / $553 psf(Built)","$500,000"
"1528","  Blk 41 Chai Chee Street","3 Room •New Generation • Built-1985","67 sqm / $457 psf(Built)","$329,999"
"1529","  Blk 138B Lake Vista @ Yuan Ching","5 Room •Model A • Built-2014","105 sqm / $697 psf(Built)","$788,000"
"1530","  Blk 256B Sumang Walk","4 Room •Model A2 • Built-2015","93 sqm / $549 psf(Built)","$550,000"
"1531","  Blk 61A Strathmore Avenue","4 Room •Model A • Built-2011","96 sqm / $762 psf(Built)","$788,000"
"1532","  Blk 524A Pasir Ris Street 51","5 Room •Improved • Built-2015","113 sqm / $591 psf(Built)","$718,888"
"1533","  Blk 91 Dawson Road","4 Room •Model A • Built-2016","83 sqm / $894 psf(Built)","$799,000"
"1534","  Blk 131 Simei Street 1","4 Room •Model A • Built-1988","103 sqm / $428 psf(Built)","$475,000"
"1535","  Blk 518C The Premiere @ Tampines","5 Room •Model A • Built-2008","108 sqm / $660 psf(Built)","$768,000"
"1536","  Blk 214 Bedok North Street 1","3 Room •Model A • Built-1980","68 sqm / $498 psf(Built)","$365,000"
"1537","  Blk 516 Jurong West Street 52","4 Room •Model A • Built-1984","103 sqm / $405 psf(Built)","$450,000"
"1538","  Blk 310C Punggol Walk","5 Room •Model A • Built-2016","112 sqm / $555 psf(Built)","$670,000"
"1539","  Blk 788D Woodlands Crescent","HDB Executive •Maisonette • Built-1999","143 sqm / $441 psf(Built)","$680,000"
"1540","  Blk 183 Bedok North Road","4 Room •Improved • Built-2005","85 sqm / $683 psf(Built)","$625,000"
"1541","  Blk 308A Punggol Walk","4 Room •Model A • Built-2015","92 sqm / $543 psf(Built)","$538,000"
"1542","  Blk 507B Wellington Circle","5 Room •Model A • Built-2001","111 sqm / $351 psf(Built)","$420,000"
"1543","  Blk 620 Ang Mo Kio Avenue 9","4 Room •New Generation • Built-1980","100 sqm / $397 psf(Built)","$428,000"
"1544","  Blk 110 Jurong East Street 13","3 Room •New Generation • Built-1982","68 sqm / $366 psf(Built)","$268,000"
"1545","  Blk 808C Chai Chee Road","3 Room •New Generation • Built-2016","68 sqm / $680 psf(Built)","$498,000"
"1546","  Blk 664A Punggol Drive","5 Room •Improved • Built-2016","110 sqm / $506 psf(Built)","$599,999"
"1547","  Blk 261C Punggol Way","4 Room •Model A • Built-2016","93 sqm / $479 psf(Built)","$480,000"
"1548","  Blk 1 The Pinnacle@Duxton","5 Room •Model A • Built-2010","105 sqm / $929 psf(Built)","$1,050,000"
"1549","  Blk 457 Pasir Ris Drive 4","HDB Executive •Executive Apartment • Built-1992","146 sqm / $399 psf(Built)","$628,000"
"1550","  Blk 89 Dawson Road","4 Room •New Generation • Built-2016","87 sqm / $927 psf(Built)","$868,000"
"1551","  Blk 748B Belvia","4 Room •Model A • Built-2014","87 sqm / $694 psf(Built)","$650,000"
"1552","  Blk 348A Adora Green","4 Room •Dbss • Built-2013","92 sqm / $888 psf(Built)","$880,000"
"1553","  Blk 38B Bendemeer Road","3 Room •Model A • Built-2012","89 sqm / $767 psf(Built)","$735,000"
"1554","  Blk 367A Tampines Street 34","4 Room •Model A • Built-1997","100 sqm / $418 psf(Built)","$450,000"
"1555","  Blk 26 Telok Blangah Crescent","5 Room •Model A • Built-1975","117 sqm / $397 psf(Built)","$500,000"
"1556","  Blk 530C Pasir Ris One","4 Room •Model A • Built-2015","86 sqm / $809 psf(Built)","$750,000"
"1557","  Blk 427 Choa Chu Kang Avenue 4","4 Room •Model A • Built-1992","104 sqm / $402 psf(Built)","$450,000"
"1558","  Blk 748C Belvia","3 Room •Model A • Built-2014","66 sqm / $661 psf(Built)","$470,000"
"1559","  Blk 503 Jelapang Road","HDB Executive •Maisonette • Built-1998","145 sqm / $473 psf(Built)","$738,888"
"1560","  Blk 130 Edgedale Plains","5 Room •Improved • Built-2003","111 sqm / $384 psf(Built)","$460,000"
"1561","  Blk 414 Ang Mo Kio Avenue 10","4 Room •New Generation • Built-1980","91 sqm / $382 psf(Built)","$375,000"
"1562","  Blk 475A Parkland Residences","4 Room •Model A • Built-2014","92 sqm / $666 psf(Built)","$660,000"
"1563","  Blk 310B Punggol Walk","5 Room •Improved • Built-2015","112 sqm / $522 psf(Built)","$630,000"
"1564","  Blk 535 Bukit Batok Street 52","HDB Executive •Maisonette • Built-1987","146 sqm / $444 psf(Built)","$698,888"
"1565","  Blk 46 Jalan Bukit Ho Swee","3 Room •Standard • Built-1970","62 sqm / $448 psf(Built)","$299,000"
"1566","  Blk 516 Jurong West Street 52","4 Room •Model A • Built-1984","103 sqm / $405 psf(Built)","$450,000"
"1567","  Blk 258D Compassvale Road","5 Room •Improved • Built-2001","110 sqm / $463 psf(Built)","$549,000"
"1568","  Blk 280B Sengkang East Avenue","4 Room •Model A • Built-2015","92 sqm / $601 psf(Built)","$595,000"
"1569","  Blk 442D Fajar Road","5 Room •Model A • Built-2016","113 sqm / $435 psf(Built)","$530,000"
"1570","  Blk 52 Strathmore Avenue","4 Room •Model A • Built-2006","90 sqm / $721 psf(Built)","$699,000"
"1571","  Blk 64 Jalan Mamor","3 Room •Model A • Built-1972","126 sqm / $736 psf(Built)","$999,000"
"1572","  Blk 10 Teck Whye Avenue","3 Room •New Generation • Built-1978","67 sqm / $388 psf(Built)","$280,000"
"1573","  Blk 511 Bukit Batok Street 52","5 Room •Improved • Built-1986","122 sqm / $367 psf(Built)","$482,000"
"1574","  Blk 415 Bedok North Avenue 2","5 Room •Improved • Built-1978","119 sqm / $459 psf(Built)","$588,000"
"1575","  Blk 261C Punggol Way","4 Room •Model A • Built-2016","93 sqm / $479 psf(Built)","$480,000"
"1576","  Blk 457 Pasir Ris Drive 4","HDB Executive •Executive Apartment • Built-1992","146 sqm / $399 psf(Built)","$628,000"
"1577","  Blk 81 Lorong 4 Toa Payoh","5 Room •Improved • Built-1997","122 sqm / $661 psf(Built)","$868,000"
"1578","  Blk 494D Tampines Street 43","3 Room •Model A • Built-2015","68 sqm / $543 psf(Built)","$398,000"
"1579","  Blk 271B Sengkang Central","4 Room •Model A • Built-2010","93 sqm / $547 psf(Built)","$548,000"
"1580","  Blk 38B Bendemeer Road","3 Room •Model A • Built-2012","89 sqm / $767 psf(Built)","$735,000"
"1581","  Blk 734 Tampines Street 71","4 Room •Model A • Built-1997","104 sqm / $356 psf(Built)","$399,000"
"1582","  Blk 210A Punggol Place","4 Room •Model A • Built-2014","92 sqm / $464 psf(Built)","$459,500"
"1583","  Blk 580 Hougang Avenue 4","4 Room •Standard • Built-1997","101 sqm / $377 psf(Built)","$410,000"
"1584","  Blk 260B Punggol Way","4 Room •Model A • Built-2015","93 sqm / $478 psf(Built)","$479,000"
"1585","  Blk 686C Woodlands Drive 73","5 Room •Improved • Built-2003","113 sqm / $361 psf(Built)","$440,000"
"1586","  Blk 301 Shunfu Road","HDB Executive •Maisonette • Built-1985","148 sqm / $677 psf(Built)","$1,080,000"
"1587","  Blk 87 Dawson Road","4 Room •Model A • Built-2016","83 sqm / $884 psf(Built)","$790,000"
"1588","  Blk 6B Boon Tiong Road","4 Room •Model A • Built-2005","100 sqm / $789 psf(Built)","$849,000"
"1589","  Blk 87 Dawson Road","4 Room •Model A • Built-2015","86 sqm / $863 psf(Built)","$799,000"
"1590","  Blk 672A Klang Lane","5 Room •Improved • Built-2002","105 sqm / $495 psf(Built)","$560,000"
"1591","  Blk 547 Bedok North Street 3","4 Room •New Generation • Built-1980","92 sqm / $397 psf(Built)","$394,000"
"1592","  Blk 807A Chai Chee Road","4 Room •Model A • Built-2016","93 sqm / $629 psf(Built)","$630,000"
"1593","  Blk 345 Clementi Avenue 5","3 Room •New Generation • Built-1979","67 sqm / $506 psf(Built)","$365,000"
"1594","  Blk 273C Jurong West Avenue 3","5 Room •Improved • Built-2001","110 sqm / $380 psf(Built)","$450,000"
"1595","  Blk 668A Edgefield Plains","5 Room •Improved • Built-2016","113 sqm / $549 psf(Built)","$668,000"
"1596","  Blk 18B Circuit Road","4 Room •Model A • Built-2015","93 sqm / $719 psf(Built)","$720,000"
"1597","  Blk 9 City View @ Boon Keng","5 Room •Improved • Built-2011","107 sqm / $806 psf(Built)","$928,800"
"1598","  Blk 35 Marine Crescent","3 Room •Standard • Built-1975","59 sqm / $527 psf(Built)","$335,000"
"1599","  Blk 5 Toh Yi Drive","5 Room •Improved • Built-1989","122 sqm / $605 psf(Built)","$795,000"
"1600","  Blk 672A Klang Lane","4 Room •Model A • Built-2002","85 sqm / $584 psf(Built)","$535,000"
"1601","  Blk 710 Bedok Reservoir Road","5 Room •Improved • Built-1980","120 sqm / $352 psf(Built)","$455,000"
"1602","  Blk 808B Chai Chee Road","3 Room •Model A • Built-2015","68 sqm / $676 psf(Built)","$495,000"
"1603","  Blk 140 Bishan Street 12","5 Room •Improved • Built-1988","123 sqm / $543 psf(Built)","$719,000"
"1604","  Blk 87 Dawson Road","4 Room •Premium Apartment • Built-2016","83 sqm / $951 psf(Built)","$850,000"
"1605","  Blk 52 Strathmore Avenue","5 Room •Improved • Built-2006","110 sqm / $717 psf(Built)","$850,000"
"1606","  Blk 310 Shunfu Road","5 Room •Improved • Built-1984","121 sqm / $559 psf(Built)","$728,000"
"1607","  Blk 36 Chai Chee Avenue","Multi-Gen/Jumbo •Multi Generation • Built-1974","147 sqm / $493 psf(Built)","$780,000"
"1608","  Blk 26 Ghim Moh Link","3 Room •Model A • Built-2013","67 sqm / $693 psf(Built)","$500,000"
"1609","  Blk 759 Jurong West Street 74","4 Room •Model A • Built-1996","109 sqm / $319 psf(Built)","$375,000"
"1610","  Blk 288D Jurong East Street 21","4 Room •Model A • Built-1998","102 sqm / $546 psf(Built)","$600,000"
"1611","  Blk 228 Bishan Street 23","4 Room •Model A • Built-1992","105 sqm / $500 psf(Built)","$565,000"
"1612","  Blk 290C Bukit Batok East Avenue 3","HDB Executive •Maisonette • Built-1997","142 sqm / $445 psf(Built)","$680,000"
"1613","  Blk 119B Kim Tian Road","4 Room •Model A • Built-2002","92 sqm / $757 psf(Built)","$750,000"
"1614","  Blk 83 Redhill Lane","5 Room •Improved • Built-1996","120 sqm / $673 psf(Built)","$870,000"
"1615","  Blk 142 Lorong 2 Toa Payoh","5 Room •Model A • Built-2001","116 sqm / $704 psf(Built)","$880,000"
"1616","  Blk 7 Kim Tian Place","5 Room •Model A • Built-1984","131 sqm / $658 psf(Built)","$928,000"
"1617","  Blk 610 Ang Mo Kio Avenue 4","4 Room •New Generation • Built-1980","95 sqm / $457 psf(Built)","$468,000"
"1618","  Blk 533 Serangoon North Avenue 4","5 Room •Improved • Built-1992","","$520,000"
"1619","  Blk 469C Sengkang West Way","5 Room •Model A • Built-2016","113 sqm / $427 psf(Built)","$520,000"
"1620","  Blk 871 Tampines Street 84","4 Room •Model A • Built-1988","104 sqm / $418 psf(Built)","$468,000"
"1621","  Blk 139A The Peak @ Toa Payoh","4 Room •Model A • Built-2012","91 sqm / $987 psf(Built)","$968,000"
"1622","  Blk 245 Tampines Street 21","HDB Executive •Maisonette • Built-1984","150 sqm / $464 psf(Built)","$750,000"
"1623","  Blk 672D Edgefield Plains","4 Room •Model A • Built-2014","90 sqm / $495 psf(Built)","$480,000"
"1624","  Blk 106 Bedok Reservoir Road","4 Room •New Generation • Built-1985","92 sqm / $379 psf(Built)","$376,000"
"1625","  Blk 405 Bedok North Avenue 3","5 Room •Improved • Built-1980","118 sqm / $470 psf(Built)","$598,000"
"1626","  Blk 801 French Road","2 Room •Standard • Built-1979","120 sqm / $348 psf(Built)","$450,000"
"1627","  Blk 36 Eunos Crescent","3 Room •Model A • Built-2006","60 sqm / $739 psf(Built)","$478,000"
"1628","  Blk 17A Circuit Road","4 Room •Model A • Built-2015","93 sqm / $769 psf(Built)","$770,000"
"1629","  Blk 5 Everton Park","5 Room •Improved • Built-1980","127 sqm / $585 psf(Built)","$800,000"
"1630","  Blk 665C Punggol Drive","4 Room •Model A • Built-2016","93 sqm / $509 psf(Built)","$510,000"
"1631","  Blk 135 Bishan Street 12","5 Room •Improved • Built-1987","121 sqm / $491 psf(Built)","$640,000"
"1632","  Blk 676B Punggol Drive","5 Room •Improved • Built-2015","113 sqm / $493 psf(Built)","$600,000"
"1633","  Blk 2 Toh Yi Drive","HDB Executive •Maisonette • Built-1988","154 sqm / $784 psf(Built)","$1,300,000"
"1634","  Blk 8 Holland Avenue","3 Room •Improved • Built-1974","58 sqm / $528 psf(Built)","$330,000"
"1635","  Blk 84B Lorong 2 Toa Payoh","4 Room •Model A • Built-1997","104 sqm / $582 psf(Built)","$652,000"
"1636","  Blk 461 Tampines Street 44","4 Room •Simplified • Built-1986","84 sqm / $436 psf(Built)","$395,000"
"1637","  Blk 7 Everton Park","3 Room •New Generation(modified) • Built-1980","83 sqm / $615 psf(Built)","$550,000"
"1638","  Blk 36 Cassia Crescent","5 Room •Improved • Built-1986","127 sqm / $621 psf(Built)","$850,000"
"1639","  Blk 90 Dawson Road","4 Room •Model A • Built-2016","109 sqm / $1,023 psf(Built)","$1,200,000"
"1640","  Blk 816 Jellicoe Road","5 Room •Improved • Built-2003","110 sqm / $842 psf(Built)","$998,000"
"1641","  Blk 58 Strathmore Avenue","4 Room •Model A • Built-2000","85 sqm / $795 psf(Built)","$728,000"
"1642","  Blk 890A Tampines Avenue 1","3 Room •Model A • Built-2015","69 sqm / $577 psf(Built)","$428,888"
"1643","  Blk 70 Lorong 4 Toa Payoh","3 Room •Standard • Built-1969","64 sqm / $403 psf(Built)","$278,000"
"1644","  Blk 183 Bedok North Road","4 Room •Premium Apartment • Built-2005","85 sqm / $688 psf(Built)","$630,000"
